Missing_Data_Percent,RMSE,MAE,R2
0,13.394483973925027,8.682367324829102,0.9959535598754883
10,54.8000114942107,28.46563148498535,0.9322694540023804
20,70.84287466375852,39.22200393676758,0.8868080377578735
30,88.55918637943496,55.03540802001953,0.8231151700019836
40,127.18409086340162,82.48828125,0.6351713538169861
